Fecha	Comprador	Vendedor	Jugador	Precio	Tipo	Foto
11/09/2020 - 02:58:00	futmondo	HOPE TEAM S.A	Fede Valverde	24018220	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78074594.png
27/08/2020 - 21:15:00	Sabero Valley	futmondo	Marcos André	5150001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19270874.png
09/09/2020 - 21:44:00	futmondo	Ruben Esteban	Joselu	24839376	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jos-luis-mato-sanmartn.png
11/09/2020 - 21:26:00	echo de menos el Netliga	futmondo	Mangala	1251800	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/eliaquim-mangala.png
25/08/2020 - 21:14:00	Ruben Esteban	futmondo	Sergi Enrich	8994225	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67018561.png
11/09/2020 - 02:51:00	futmondo	HOPE TEAM S.A	Lenglet	23684154	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85078880.png
19/08/2020 - 20:14:00	Huevo Frito C.F.	futmondo	Denis Suárez	18101001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67107819.png
19/09/2020 - 21:28:00	Hala Modric	futmondo	Maksimovic	15599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62097340.png
06/09/2020 - 21:28:00	David Vidal Team	futmondo	Vukcevic	2550211	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62075230.png
19/08/2020 - 20:14:00	Ruben Esteban	futmondo	Rafa Mir	6108000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67221051.png
06/09/2020 - 21:28:00	David Vidal Team	futmondo	Dmitrovic	21000014	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62038612.png
28/08/2020 - 21:16:00	Ruben Esteban	futmondo	Isak	26125000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/alexander-isak.png
28/08/2020 - 23:06:00	futmondo	jglelxino17	Rodrigo Ely	2309386	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/43080624.png
13/09/2020 - 22:05:00	futmondo	Maño's Team	Villalibre	1056987	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67195730.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Timor	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67067064.png
19/09/2020 - 21:28:00	jorgearaujopirez	futmondo	Moyano	1569214	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1512297.png
24/08/2020 - 20:17:00	Sabero Valley	futmondo	Edu Expósito	8500001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67224139.png
04/09/2020 - 16:36:00	futmondo	Hala Modric	Cheryshev	1998975	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011250.png
22/08/2020 - 20:15:00	echo de menos el Netliga	futmondo	Negredo	15889685	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1501655.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Borja Garcés	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/borja-garces.png
04/09/2020 - 16:46:00	futmondo	Hala Modric	Kike García	4118060	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67065538.png
26/08/2020 - 21:15:00	PaKeTeS ⚽️	futmondo	Piccini	1500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/43052618.png
29/08/2020 - 21:17:00	Sabero Valley	futmondo	Racic	1010000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62189039.png
11/09/2020 - 05:12:00	futmondo	Luis Ragan	David Silva	40675228	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7458280.png
25/08/2020 - 21:14:00	Luis Ragan	futmondo	Lucas Pérez	32111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/813076.png
16/09/2020 - 15:05:00	echo de menos el Netliga	Gaditas FC	Aidoo	11677196	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/joseph-aidoo.png
08/09/2020 - 21:30:00	Maño's Team	futmondo	Palaversa	3500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/24055163.png
11/09/2020 - 22:45:00	Maño's Team	Ruben Esteban	Son	1500000	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/levante.png
13/09/2020 - 21:29:00	HOPE TEAM S.A	futmondo	Joel	2352015	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67037306.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Kaptoum	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67185039.png
22/08/2020 - 20:15:00	Pineda team	futmondo	Jozabed	1111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67150299.png
16/09/2020 - 21:29:00	cityods	futmondo	Bautista	1333333	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67157534.png
20/08/2020 - 20:14:00	HOPE TEAM S.A	futmondo	Rakitic	20000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/5727652.png
17/09/2020 - 00:39:00	futmondo	Hala Modric	Luis Rioja	1265191	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67196000.png
26/08/2020 - 21:15:00	PaKeTeS ⚽️	futmondo	James	6100000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/james-rodriguez.png
19/08/2020 - 20:14:00	Sabero Valley	futmondo	Toni Lato	1000002	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67203459.png
16/09/2020 - 15:05:00	Sabero Valley	jglelxino17	Yangel Herrera	7072303	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/yangel-clemente-herrera-ravelo.png
21/08/2020 - 20:15:00	cityods	futmondo	Zaldúa	14999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67131394.png
27/08/2020 - 21:15:00	jglelxino17	futmondo	Zubimendi	2500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/martin-zubimendi.png
27/08/2020 - 21:15:00	Sabero Valley	futmondo	Mathías Olivera	1750001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78076343.png
20/08/2020 - 20:14:00	Gaditas FC	futmondo	Felipe	32000001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/felipe-augusto-de-almeida-monteiro.png
18/08/2020 - 20:13:00	Hala Modric	futmondo	Edgar Méndez	4159999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67080309.png
29/08/2020 - 21:17:00	Hala Modric	futmondo	Enric Gallego	4899999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67136474.png
20/08/2020 - 20:14:00	Luis Ragan	futmondo	Blanco	7111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67156610.png
19/08/2020 - 20:14:00	Sabero Valley	futmondo	Rochina	16200001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67038648.png
09/09/2020 - 21:31:00	David Vidal Team	futmondo	Pjanic	45000001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8438112.png
04/09/2020 - 21:25:00	Huevo Frito C.F.	futmondo	Kodro	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/kenan-kodro.png
11/09/2020 - 16:37:00	futmondo	echo de menos el Netliga	Piqué	29706665	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/5124470.png
01/09/2020 - 21:22:00	jglelxino17	futmondo	Deyverson	3569236	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55062112.png
25/08/2020 - 21:14:00	cityods	futmondo	Savic	16666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62012567.png
28/08/2020 - 21:16:00	Gaditas FC	futmondo	Aidoo	3800000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/joseph-aidoo.png
26/08/2020 - 21:15:00	HOPE TEAM S.A	futmondo	Neva	5199999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/carlos-neva.png
26/08/2020 - 21:15:00	PaKeTeS ⚽️	futmondo	Vaclik	21584000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/25002958.png
15/09/2020 - 21:29:00	Sabero Valley	futmondo	Kévin	2150001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85119246.png
29/08/2020 - 21:17:00	Luis Ragan	futmondo	Nacho Vidal	5222222	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67184889.png
14/09/2020 - 08:17:00	futmondo	Hala Modric	Mario Gaspar	1210132	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67066949.png
01/09/2020 - 21:22:00	Huevo Frito C.F.	futmondo	Sisto	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/27058550.png
21/08/2020 - 20:15:00	Luis Ragan	futmondo	Vadillo	5111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67140151.png
12/09/2020 - 21:27:00	HOPE TEAM S.A	futmondo	Modric	26601000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/653054.png
31/08/2020 - 21:20:00	Luis Ragan	futmondo	Damián Suárez	15666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78001192.png
12/09/2020 - 11:50:00	futmondo	Hala Modric	Jaime Seoane	1009077	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67220012.png
11/09/2020 - 06:32:00	Albar ÉldelBar	Sabero Valley	Kroos	43000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/156772.png
13/09/2020 - 11:46:54	Hala Modric	HOPE TEAM S.A	Claudio Bravo	10393595	CLAUSULA	null
19/09/2020 - 12:30:00	futmondo	Hala Modric	Víctor Díaz	11881496	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1510284.png
29/08/2020 - 02:44:00	futmondo	Luis Ragan	Fali	1214706	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67155014.png
24/08/2020 - 05:08:00	futmondo	Luis Ragan	Blanco	6450045	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67156610.png
19/08/2020 - 20:14:00	HOPE TEAM S.A	futmondo	Trippier	26000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/kieran-trippier.png
14/09/2020 - 22:47:00	futmondo	Albar ÉldelBar	Moyá	1726824	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/824545.png
12/09/2020 - 01:11:00	futmondo	jorgearaujopirez	William Carvalho	2762490	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55012106.png
18/08/2020 - 20:13:00	Luis Ragan	futmondo	Enes Ünal	7200111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/70087488.png
18/08/2020 - 20:13:00	echo de menos el Netliga	futmondo	Ángel	21000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67006826.png
20/08/2020 - 20:14:00	Maño's Team	futmondo	Mosquera	3501000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011240.png
26/08/2020 - 21:15:00	Hala Modric	futmondo	Josan	2599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67093858.png
06/09/2020 - 21:28:00	David Vidal Team	futmondo	Edgar Méndez	5000213	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67080309.png
19/08/2020 - 20:14:00	Ruben Esteban	futmondo	Carlos Fernández	11058008	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67184485.png
24/08/2020 - 20:17:00	Sabero Valley	futmondo	Carvajal	40250001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67139735.png
09/09/2020 - 21:31:00	Maño's Team	futmondo	Juan Carlos	1300000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67063688.png
05/09/2020 - 21:26:00	Hala Modric	futmondo	Jaime Seoane	1009999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67220012.png
12/09/2020 - 16:20:12	Sabero Valley	jglelxino17	Yangel Herrera	7072303	CLAUSULA	null
24/08/2020 - 20:17:00	Luis Ragan	futmondo	Fali	2111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67155014.png
14/09/2020 - 05:44:31	Pineda team	Hala Modric	Mikel Rico	13063117	CLAUSULA	null
27/08/2020 - 21:15:00	Pineda team	futmondo	Roger Martí	18789999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67115585.png
24/08/2020 - 20:17:00	Gaditas FC	futmondo	Gameiro	9350000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8428716.png
04/09/2020 - 23:27:00	futmondo	Sabero Valley	Marcos André	5635316	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19270874.png
19/08/2020 - 20:14:00	Luis Ragan	futmondo	Álvaro Fernández	4111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67246951.png
18/08/2020 - 20:13:00	cityods	futmondo	Roque Mesa	3000900	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67148546.png
30/08/2020 - 21:18:00	echo de menos el Netliga	futmondo	Marcelo	10000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8832853.png
03/09/2020 - 21:24:00	Pineda team	futmondo	Odriozola	2111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67199408.png
20/08/2020 - 20:14:00	PaKeTeS ⚽️	futmondo	José Ángel	12500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67064652.png
20/08/2020 - 20:14:00	Pineda team	futmondo	Munir	10000234	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67174735.png
13/09/2020 - 13:41:16	Maño's Team	Ruben Esteban	Rafa Mir	17250995	CLAUSULA	null
26/08/2020 - 21:15:00	echo de menos el Netliga	futmondo	Piqué	51000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/5124470.png
07/09/2020 - 21:29:00	David Vidal Team	futmondo	Oliveira	2500052	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55024825.png
27/08/2020 - 21:15:00	Hala Modric	futmondo	Guedes	32599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55041710.png
21/08/2020 - 20:15:00	HOPE TEAM S.A	futmondo	Kubo	35000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/takefusa-kubo.png
27/08/2020 - 21:15:00	Luis Ragan	futmondo	Emerson	18666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19325045.png
28/08/2020 - 05:07:00	futmondo	Luis Ragan	En-Nesyri	13812195	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67229630.png
20/08/2020 - 20:14:00	jorgearaujopirez	futmondo	Morales	23200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67030120.png
12/09/2020 - 16:25:03	jglelxino17	Sabero Valley	Racic	3995245	CLAUSULA	null
09/09/2020 - 22:39:00	futmondo	Maño's Team	Morata	30570837	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/morata.png
31/08/2020 - 05:31:00	futmondo	Luis Ragan	Dani García	10651858	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67104797.png
04/09/2020 - 16:38:00	futmondo	Hala Modric	Óliver Torres	4425083	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/oliver.png
20/08/2020 - 20:14:00	Gaditas FC	futmondo	Suso Fernández	42000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67085965.png
29/08/2020 - 21:17:00	Huevo Frito C.F.	futmondo	Pere Milla	3001011	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67170824.png
10/09/2020 - 21:31:00	Ruben Esteban	futmondo	Córdoba	1364061	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67200926.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Sagnan	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/modibo-sagnan.png
20/08/2020 - 20:14:00	Luis Ragan	futmondo	Espino	6111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78066692.png
21/09/2020 - 06:24:50	Pineda team	Gaditas FC	Jaume	10147305	CLAUSULA	null
01/09/2020 - 21:22:00	Luis Ragan	futmondo	Unai Simón	23666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67200923.png
25/08/2020 - 21:14:00	PaKeTeS ⚽️	futmondo	Inui	5280000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/45005560.png
17/09/2020 - 00:41:00	futmondo	Hala Modric	Iago Aspas	63225788	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67010455.png
30/08/2020 - 21:18:00	PaKeTeS ⚽️	futmondo	Reguilón	22150000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67211900.png
20/08/2020 - 20:14:00	Hala Modric	futmondo	Álex Fdez	14599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67085790.png
14/09/2020 - 21:28:00	Maño's Team	futmondo	Piqué	39000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/5124470.png
16/09/2020 - 15:05:00	Gaditas FC	jglelxino17	Renato Tapia	8724034	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/renato-tapia.png
06/09/2020 - 00:20:00	futmondo	Ruben Esteban	Pjanic	40964201	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8438112.png
21/09/2020 - 09:03:41	Maño's Team	cityods	Ansu Fati	43826526	CLAUSULA	null
24/08/2020 - 20:17:00	Luis Ragan	futmondo	Jordi Alba	25111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67052513.png
21/08/2020 - 20:15:00	Luis Ragan	futmondo	Maxi Gómez	26666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78078886.png
06/09/2020 - 21:28:00	David Vidal Team	futmondo	Malbasic	1555241	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62039564.png
14/09/2020 - 21:28:00	Hala Modric	futmondo	Jon Morcillo	3299999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jon-morcillo-conesa.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Rubén Sobrino	1116197	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67085789.png
30/08/2020 - 21:18:00	echo de menos el Netliga	futmondo	Folch	2000100	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67191864.png
08/09/2020 - 21:30:00	David Vidal Team	futmondo	Jonsson	1945015	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/27023729.png
11/09/2020 - 16:34:00	futmondo	echo de menos el Netliga	Brasanac	1192273	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62039552.png
16/09/2020 - 15:05:00	Pineda team	Sabero Valley	Ferreiro	9381521	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67044542.png
12/09/2020 - 21:27:00	HOPE TEAM S.A	futmondo	Mandi	3119000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85079680.png
18/09/2020 - 23:06:00	futmondo	David Vidal Team	Malbasic	1050326	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62039564.png
11/09/2020 - 12:19:00	jorgearaujopirez	Luis Ragan	Djené	200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/211232.png
18/09/2020 - 21:30:00	Hala Modric	futmondo	Pervis Estupiñan	16259999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/86045976.png
18/08/2020 - 20:13:00	Luis Ragan	futmondo	Santi Mina	8000001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67182776.png
18/08/2020 - 20:13:00	cityods	futmondo	Wass	15999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/936891.png
16/09/2020 - 21:29:00	Pineda team	futmondo	Jorge Pombo	5909988	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/cadiz-cf.png
17/09/2020 - 21:29:00	jglelxino17	futmondo	Lejeune	2563985	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/deportivo-alaves.png
19/08/2020 - 20:14:00	HOPE TEAM S.A	futmondo	Januzaj	14000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/18054092.png
12/09/2020 - 11:25:02	Hala Modric	Gaditas FC	Emre Mor	3980000	CLAUSULA	null
23/08/2020 - 20:16:00	jglelxino17	futmondo	Monreal	23000036	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/ignacio-monreal.png
18/08/2020 - 20:13:00	Pineda team	futmondo	Jesús Navas	45000009	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7456721.png
14/09/2020 - 00:48:00	futmondo	Albar ÉldelBar	Álvaro Fernández	3134740	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67246951.png
03/09/2020 - 22:46:00	futmondo	Ruben Esteban	Coutinho	31453955	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19046041.png
18/08/2020 - 20:13:00	Sabero Valley	futmondo	Vezo	4750000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55067158.png
15/09/2020 - 21:29:00	echo de menos el Netliga	futmondo	Kike Pérez	1005000	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/valladolid.png
12/09/2020 - 21:27:00	PaKeTeS ⚽️	futmondo	Miramón	4085000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67059120.png
09/09/2020 - 00:27:00	futmondo	Huevo Frito C.F.	Sisto	1060825	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/27058550.png
25/08/2020 - 21:14:00	HOPE TEAM S.A	futmondo	Nyom	5400000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/nyom.png
10/09/2020 - 08:14:00	Albar ÉldelBar	Luis Ragan	Saúl Ñíguez	28000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67103336.png
25/08/2020 - 21:14:00	Maño's Team	futmondo	Borja Iglesias	20555555	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67173048.png
08/09/2020 - 04:55:00	futmondo	Luis Ragan	Álvaro Fernández	3499475	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67246951.png
19/08/2020 - 20:14:00	Maño's Team	futmondo	Pedri	5101000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/pedro-gonzalez-lopez.png
24/08/2020 - 20:17:00	Luis Ragan	futmondo	Yeray	25666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67192475.png
19/08/2020 - 20:14:00	HOPE TEAM S.A	futmondo	Mendy	30000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/ferland-mendy.png
01/09/2020 - 00:48:00	futmondo	jglelxino17	Pjanic	42420513	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8438112.png
13/09/2020 - 21:29:00	Ruben Esteban	futmondo	Pere Pons	1355000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67181341.png
03/09/2020 - 21:24:00	HOPE TEAM S.A	futmondo	Lenglet	23400000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85078880.png
13/09/2020 - 21:29:00	Ruben Esteban	futmondo	Joselu	25128000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jos-luis-mato-sanmartn.png
16/09/2020 - 15:05:00	echo de menos el Netliga	Pineda team	Sergio González	3980000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67227123.png
24/08/2020 - 20:17:00	Luis Ragan	futmondo	David Silva	35666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7458280.png
22/08/2020 - 20:15:00	Huevo Frito C.F.	futmondo	De Jong	42100000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/frenkie-de-jong.png
12/09/2020 - 19:11:15	echo de menos el Netliga	Gaditas FC	Aidoo	11677196	CLAUSULA	null
14/09/2020 - 21:28:00	Luis Ragan	futmondo	Iván Villar	3222222	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67191440.png
13/09/2020 - 21:29:00	David Vidal Team	futmondo	Javi Galán	4000002	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67243881.png
09/09/2020 - 22:39:00	futmondo	Maño's Team	Asensio	24451897	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67197125.png
29/08/2020 - 21:17:00	Hala Modric	futmondo	Óliver Torres	4799999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/oliver.png
11/09/2020 - 21:26:00	Hala Modric	futmondo	Maffeo	2599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/28095341.png
04/09/2020 - 21:25:00	Hala Modric	futmondo	Orellana	33999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8835313.png
04/09/2020 - 16:47:00	futmondo	Hala Modric	Guedes	31750162	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55041710.png
09/09/2020 - 21:31:00	Hala Modric	futmondo	Cheryshev	1799999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011250.png
13/09/2020 - 21:29:00	Ruben Esteban	futmondo	Joaquín	7227000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/814555.png
20/08/2020 - 20:14:00	PaKeTeS ⚽️	futmondo	Antoñito	1500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67032038.png
09/09/2020 - 21:31:00	Pineda team	futmondo	Cardona	1100002	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67240151.png
06/09/2020 - 21:28:00	PaKeTeS ⚽️	futmondo	Sergi Roberto	13300000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67063007.png
16/09/2020 - 21:29:00	Pineda team	futmondo	Rober Correa	2500004	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67153644.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Ontiveros	1228412	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67211745.png
11/09/2020 - 16:37:00	futmondo	echo de menos el Netliga	Ángel	9975624	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67006826.png
07/09/2020 - 21:29:00	David Vidal Team	futmondo	Rober Pier	2500535	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67194879.png
01/09/2020 - 21:22:00	Ruben Esteban	futmondo	Coutinho	31025000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19046041.png
17/09/2020 - 21:29:00	Ruben Esteban	futmondo	Bruno González	1401000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67107164.png
11/09/2020 - 21:26:00	Albar ÉldelBar	futmondo	Guedes	35619111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55041710.png
18/08/2020 - 20:13:00	cityods	futmondo	Guardiola	15111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67138759.png
12/09/2020 - 21:27:00	Maño's Team	futmondo	Rodrygo	7500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/rodrygo-silva-de-goes.png
16/09/2020 - 15:05:00	jglelxino17	Maño's Team	Kang-in Lee	8607304	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/kang-in-lee.png
27/08/2020 - 21:15:00	Gaditas FC	futmondo	Cillessen	18500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/37002936.png
18/08/2020 - 20:13:00	cityods	futmondo	Mariano	4500001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67157152.png
19/09/2020 - 21:28:00	Ruben Esteban	futmondo	Gonalons	3417000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/34001572.png
28/08/2020 - 21:16:00	Gaditas FC	futmondo	Iñaki Williams	45000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67184349.png
18/08/2020 - 20:13:00	echo de menos el Netliga	futmondo	Muniain	39000010	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67037570.png
