Fecha	Comprador	Vendedor	Jugador	Precio	Tipo	Foto
24/08/2020 - 20:17:00	Sabero Valley	futmondo	Jaime Mata	25350001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67121201.png
27/08/2020 - 21:15:00	Gaditas FC	futmondo	Brais Méndez	6100000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67199158.png
15/09/2020 - 15:05:00	echo de menos el Netliga	Sabero Valley	Andrés Fernández	3980000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67015052.png
20/09/2020 - 21:29:00	echo de menos el Netliga	futmondo	Soares	1508010	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55038684.png
21/08/2020 - 20:15:00	jorgearaujopirez	futmondo	William Carvalho	3600005	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55012106.png
29/08/2020 - 21:17:00	jglelxino17	futmondo	Diego Carlos	44620442	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/diego-carlos.png
23/08/2020 - 20:16:00	Gaditas FC	futmondo	Bartra	19000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67063004.png
26/08/2020 - 21:15:00	Hala Modric	futmondo	Marcos Llorente	28599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67196198.png
31/08/2020 - 04:53:00	futmondo	Ruben Esteban	Carlos Fernández	11560414	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67184485.png
16/09/2020 - 22:43:00	futmondo	Ruben Esteban	Coutinho	35150843	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19046041.png
11/09/2020 - 22:06:37	echo de menos el Netliga	Sabero Valley	Andrés Fernández	3980000	CLAUSULA	null
19/08/2020 - 20:14:00	Ruben Esteban	futmondo	Milla	12018000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67191561.png
04/09/2020 - 01:48:00	futmondo	Pineda team	Roger Martí	17907978	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67115585.png
08/09/2020 - 21:30:00	Sabero Valley	futmondo	Montoro	6550000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67010609.png
06/09/2020 - 03:13:00	futmondo	Hala Modric	Marcos Llorente	28663389	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67196198.png
20/08/2020 - 20:14:00	Hala Modric	futmondo	Mikel Rico	3999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1502244.png
28/08/2020 - 21:16:00	PaKeTeS ⚽️	futmondo	João Félix	42580000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/joao-felix-sequeira.png
26/08/2020 - 21:15:00	Huevo Frito C.F.	futmondo	Soldado	13101001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/soldado.png
29/08/2020 - 21:17:00	jglelxino17	futmondo	Kounde	36495273	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jules-kounde.png
16/09/2020 - 21:29:00	cityods	futmondo	Villalibre	1050000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67195730.png
02/09/2020 - 21:23:00	Sabero Valley	futmondo	Albiol	17600001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7452450.png
19/09/2020 - 23:05:00	futmondo	jorgearaujopirez	Riqui Puig	9091191	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67258407.png
14/09/2020 - 21:28:00	Hala Modric	futmondo	Benzema	76599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8435089.png
12/09/2020 - 01:15:00	HOPE TEAM S.A	Albar ÉldelBar	Borja Garcés	1200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/borja-garces.png
08/09/2020 - 21:30:00	Ruben Esteban	futmondo	Joselu	24502000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jos-luis-mato-sanmartn.png
19/08/2020 - 20:14:00	Sabero Valley	futmondo	Alberto Moreno	15350000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/alberto-moreno.png
04/09/2020 - 16:38:00	futmondo	Hala Modric	Enric Gallego	5395074	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67136474.png
26/08/2020 - 22:46:00	futmondo	Ruben Esteban	Sergi Enrich	9604645	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67018561.png
18/08/2020 - 20:13:00	Pineda team	futmondo	Juan Pérez	1000090	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67217545.png
10/09/2020 - 21:12:00	futmondo	Ruben Esteban	Enric Gallego	6053954	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67136474.png
28/08/2020 - 21:16:00	Hala Modric	futmondo	Joselu	22999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jos-luis-mato-sanmartn.png
04/09/2020 - 16:36:00	futmondo	Hala Modric	Josan	2708604	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67093858.png
15/09/2020 - 00:11:00	futmondo	Hala Modric	David Soria	21768992	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011248.png
21/08/2020 - 20:15:00	PaKeTeS ⚽️	futmondo	Varane	32850000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85075627.png
25/08/2020 - 21:14:00	jglelxino17	futmondo	Aritz	4000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67190072.png
26/08/2020 - 21:15:00	Sabero Valley	futmondo	Olaza	21150000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78048502.png
28/08/2020 - 21:16:00	Ruben Esteban	futmondo	Oyarzabal	47252000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67220143.png
14/09/2020 - 22:47:00	futmondo	Albar ÉldelBar	Luna	1030329	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67034505.png
15/09/2020 - 00:11:00	Maño's Team	Hala Modric	Diego Llorente	15000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011217.png
10/09/2020 - 22:19:00	futmondo	Maño's Team	Tello	995270	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67046417.png
05/09/2020 - 21:26:00	Sabero Valley	futmondo	Kroos	37650000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/156772.png
04/09/2020 - 16:38:00	futmondo	Hala Modric	Víctor Díaz	13341043	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1510284.png
08/09/2020 - 21:30:00	HOPE TEAM S.A	futmondo	Pedraza	5500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67212046.png
17/09/2020 - 15:05:00	Hala Modric	Pineda team	Iza	13617396	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67175525.png
13/09/2020 - 23:09:00	futmondo	HOPE TEAM S.A	Alcaraz	10351445	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67178038.png
23/08/2020 - 20:16:00	jorgearaujopirez	futmondo	Sergio Ramos	53698452	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7458272.png
30/08/2020 - 21:18:00	Luis Ragan	futmondo	Saúl Ñíguez	27777777	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67103336.png
19/09/2020 - 05:20:00	jorgearaujopirez	Luis Ragan	Yeray	200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67192475.png
12/09/2020 - 16:21:00	futmondo	Sabero Valley	Gonalons	2700291	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/34001572.png
18/08/2020 - 20:13:00	Sabero Valley	futmondo	Diop	1650001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8440901.png
03/09/2020 - 21:24:00	Hala Modric	futmondo	Diego Llorente	12199999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011217.png
09/09/2020 - 21:44:00	futmondo	Ruben Esteban	Unai López	5402322	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67145056.png
18/08/2020 - 20:13:00	cityods	futmondo	Isco	13333333	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67103537.png
21/08/2020 - 20:15:00	Ruben Esteban	futmondo	Son	1018000	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/levante.png
23/08/2020 - 20:16:00	jglelxino17	futmondo	Nacho Martínez	8695238	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67037315.png
19/08/2020 - 20:14:00	cityods	futmondo	Aridane	17111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67006487.png
08/09/2020 - 21:30:00	Pineda team	futmondo	Vitolo	3600000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67072243.png
18/09/2020 - 23:06:00	futmondo	David Vidal Team	Vukcevic	957029	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62075230.png
07/09/2020 - 21:29:00	PaKeTeS ⚽️	futmondo	Braithwaite	5002080	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/martin-braithwaite.png
29/08/2020 - 21:17:00	Ruben Esteban	futmondo	Unai López	4283001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67145056.png
05/09/2020 - 21:26:00	Hala Modric	futmondo	Kadzior	3399999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/damian-kadzior.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Moyá	2200001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/824545.png
29/08/2020 - 21:17:00	Luis Ragan	futmondo	Djené	25222222	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/211232.png
28/08/2020 - 21:16:00	Pineda team	futmondo	Cucurella	30919191	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67215284.png
16/09/2020 - 22:44:00	futmondo	Ruben Esteban	Joselu	26589035	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/jos-luis-mato-sanmartn.png
30/08/2020 - 21:18:00	Ruben Esteban	futmondo	Vinícius	21158880	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19302146.png
09/09/2020 - 21:31:00	Pineda team	futmondo	Marcos Llorente	31345678	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67196198.png
28/08/2020 - 21:16:00	Hala Modric	futmondo	Kike García	4699999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67065538.png
18/09/2020 - 21:30:00	Pineda team	futmondo	Roberto	1600001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1510293.png
13/09/2020 - 23:09:00	futmondo	HOPE TEAM S.A	Rubén Martínez	1014120	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7451904.png
18/09/2020 - 23:06:00	futmondo	David Vidal Team	Rober Pier	1018029	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67194879.png
22/08/2020 - 20:15:00	Hala Modric	futmondo	Messi	81999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7458500.png
23/08/2020 - 20:16:00	HOPE TEAM S.A	futmondo	Alcaraz	9000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67178038.png
13/09/2020 - 21:29:00	Ruben Esteban	futmondo	David Silva	40901000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7458280.png
12/09/2020 - 19:12:12	echo de menos el Netliga	HOPE TEAM S.A	Salvi	14008600	CLAUSULA	null
20/09/2020 - 21:29:00	Sabero Valley	futmondo	Álex Fdez	16750001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67085790.png
27/08/2020 - 21:15:00	Luis Ragan	futmondo	Gonzalo Verdú	5111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67093485.png
24/08/2020 - 20:17:00	Maño's Team	futmondo	Coquelin	18501000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/34012022.png
16/09/2020 - 15:05:00	Gaditas FC	PaKeTeS ⚽️	Juanmi	8713766	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67106568.png
02/09/2020 - 23:37:00	futmondo	Sabero Valley	Alberto Moreno	14203839	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/alberto-moreno.png
02/09/2020 - 21:23:00	Pineda team	futmondo	Iza	3678932	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67175525.png
09/09/2020 - 22:48:00	Pineda team	jglelxino17	Fede Vico	2000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67142992.png
20/08/2020 - 20:14:00	jglelxino17	futmondo	Benzema	90346900	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8435089.png
19/09/2020 - 21:28:00	echo de menos el Netliga	futmondo	Míchel Herrero	3120000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67065401.png
15/09/2020 - 10:00:00	futmondo	Pineda team	Cardona	1007167	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67240151.png
06/09/2020 - 21:28:00	David Vidal Team	futmondo	Bigas	4000128	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67122014.png
15/09/2020 - 21:29:00	Hala Modric	futmondo	Héctor Herrera	1159999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/hector-herrera.png
25/08/2020 - 21:14:00	PaKeTeS ⚽️	futmondo	Alberto	1850000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/6705830.png
25/08/2020 - 21:14:00	Pineda team	futmondo	Jony	1099991	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/elche.png
18/08/2020 - 20:13:00	echo de menos el Netliga	futmondo	Akapo	2500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67178095.png
19/08/2020 - 20:14:00	Luis Ragan	futmondo	Dani García	11111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67104797.png
20/08/2020 - 20:14:00	HOPE TEAM S.A	futmondo	Antonio Puertas	20000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67150319.png
14/09/2020 - 21:28:00	PaKeTeS ⚽️	futmondo	Iñigo Pérez	2100000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67018267.png
16/09/2020 - 21:29:00	Hala Modric	futmondo	Oier	6599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1509613.png
21/08/2020 - 20:15:00	jglelxino17	futmondo	Guardado	4365982	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/5667723.png
19/08/2020 - 20:14:00	jglelxino17	futmondo	Courtois	44000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/18026122.png
20/09/2020 - 21:29:00	echo de menos el Netliga	futmondo	Eugeni	1100001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67169241.png
20/08/2020 - 20:14:00	PaKeTeS ⚽️	futmondo	Ximo Navarro	2850000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67100203.png
29/08/2020 - 21:17:00	Gaditas FC	futmondo	Jaume	3200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67102156.png
08/09/2020 - 21:30:00	jorgearaujopirez	futmondo	Miquel	1000001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/28027172.png
18/08/2020 - 20:13:00	Pineda team	futmondo	Domingos Duarte	19876549	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55063355.png
19/08/2020 - 20:14:00	Gaditas FC	futmondo	Vrsaljko	1600000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/24004437.png
16/09/2020 - 15:05:00	echo de menos el Netliga	HOPE TEAM S.A	Salvi	14008600	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67193445.png
11/09/2020 - 21:26:00	Albar ÉldelBar	futmondo	Lodi	21200001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/renan-lodi.png
10/09/2020 - 21:31:00	Huevo Frito C.F.	futmondo	Gorosabel	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67202652.png
23/08/2020 - 20:16:00	Gaditas FC	futmondo	Álex Moreno	18000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67153373.png
19/08/2020 - 20:14:00	Maño's Team	futmondo	Asensio	25101000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67197125.png
29/08/2020 - 21:17:00	Ruben Esteban	futmondo	Albiol	13954000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7452450.png
18/08/2020 - 20:13:00	Hala Modric	futmondo	David Soria	15599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011248.png
24/08/2020 - 20:17:00	cityods	futmondo	Jovic	5249607	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/luka-jovic.png
11/09/2020 - 05:13:00	futmondo	Luis Ragan	Damián Suárez	15711728	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/78001192.png
06/09/2020 - 21:28:00	Pineda team	futmondo	Guidetti	1000011	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/68007650.png
10/09/2020 - 21:31:00	Huevo Frito C.F.	futmondo	Arbilla	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1509367.png
08/09/2020 - 21:30:00	Pineda team	futmondo	San Emeterio	1244444	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67199082.png
11/09/2020 - 05:13:00	futmondo	Luis Ragan	Gonzalo Verdú	4815689	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67093485.png
20/08/2020 - 20:14:00	Gaditas FC	futmondo	Trigueros	7150000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67142545.png
03/09/2020 - 21:24:00	Sabero Valley	futmondo	Rodrigo Ely	2866000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/43080624.png
10/09/2020 - 21:31:00	Maño's Team	futmondo	Unai Núñez	3666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67214595.png
07/09/2020 - 21:29:00	Hala Modric	futmondo	Mario Gaspar	1555555	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67066949.png
18/09/2020 - 21:30:00	jorgearaujopirez	futmondo	Cheryshev	2356999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67011250.png
15/09/2020 - 21:29:00	Hala Modric	futmondo	Toño	1000066	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67138472.png
19/09/2020 - 21:28:00	Luis Ragan	futmondo	Murillo	10777111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/76016518.png
10/09/2020 - 21:31:00	Maño's Team	futmondo	Dani García	13222222	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67104797.png
02/09/2020 - 21:23:00	Ruben Esteban	futmondo	Dmitrovic	15101000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62038612.png
14/09/2020 - 08:16:00	futmondo	Hala Modric	"Choco" Lozano	4749435	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/87006900.png
05/09/2020 - 21:26:00	Huevo Frito C.F.	futmondo	Luisinho	1111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55006171.png
27/08/2020 - 21:15:00	Luis Ragan	futmondo	Paco Alcácer	36222222	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67115584.png
19/08/2020 - 20:14:00	Gaditas FC	futmondo	Augusto Fernández	1450000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/962267.png
17/09/2020 - 21:29:00	Maño's Team	futmondo	Carles Aleñá	1775008	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67213011.png
09/09/2020 - 14:37:00	futmondo	Hala Modric	Lodi	21136159	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/renan-lodi.png
18/09/2020 - 21:30:00	jorgearaujopirez	futmondo	Tete Morente	1100222	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/elche.png
19/08/2020 - 20:14:00	jorgearaujopirez	futmondo	Rodrigo	38570000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67086280.png
26/08/2020 - 21:15:00	Maño's Team	futmondo	Clerc	1500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67147196.png
05/09/2020 - 21:26:00	Hala Modric	futmondo	Foulquier	2000109	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85045661.png
14/09/2020 - 10:31:00	futmondo	echo de menos el Netliga	Folch	1534655	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67191864.png
18/09/2020 - 04:31:00	futmondo	Albar ÉldelBar	Faycal Fajr	1061708	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85084000.png
14/09/2020 - 15:35:00	futmondo	Pineda team	Jozabed	800000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67150299.png
25/08/2020 - 21:14:00	Maño's Team	futmondo	Pulido	6000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67037319.png
31/08/2020 - 21:20:00	Sabero Valley	futmondo	Guillamón	2150001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67258817.png
25/08/2020 - 21:14:00	jorgearaujopirez	futmondo	Asenjo	30546798	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67006488.png
26/08/2020 - 21:15:00	Gaditas FC	futmondo	Dani Calvo	2600000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67218464.png
30/08/2020 - 21:18:00	jorgearaujopirez	futmondo	Nino	5123999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/811371.png
08/09/2020 - 21:30:00	Huevo Frito C.F.	futmondo	Diego Costa	9977241	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55002038.png
20/08/2020 - 20:14:00	Maño's Team	futmondo	Vallejo	4000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67192921.png
08/09/2020 - 00:21:00	futmondo	Hala Modric	Álex Fdez	16974412	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67085790.png
24/08/2020 - 20:17:00	jorgearaujopirez	futmondo	Joan Jordan	15632456	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67187249.png
13/09/2020 - 21:29:00	Sabero Valley	futmondo	Moi Gómez	9550000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67142544.png
16/09/2020 - 03:03:00	Albar ÉldelBar	HOPE TEAM S.A	Borja Garcés	1200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/borja-garces.png
25/08/2020 - 21:14:00	Hala Modric	futmondo	Oier	3859999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1509613.png
26/08/2020 - 21:15:00	jorgearaujopirez	futmondo	Nolito	14222569	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67017094.png
18/08/2020 - 20:13:00	Sabero Valley	futmondo	Germán	8550000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67024721.png
20/08/2020 - 20:14:00	Pineda team	futmondo	Cala	8098832	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67010346.png
30/08/2020 - 21:18:00	Huevo Frito C.F.	futmondo	Griezmann	58101001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67086656.png
16/09/2020 - 03:03:00	Albar ÉldelBar	HOPE TEAM S.A	Kaptoum	1200000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67185039.png
25/08/2020 - 21:14:00	Sabero Valley	futmondo	Koke	27750001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67047092.png
22/08/2020 - 20:15:00	jglelxino17	futmondo	Renato Tapia	3246809	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/renato-tapia.png
22/08/2020 - 20:15:00	cityods	futmondo	Ansu Fati	20999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/ansu-fati.png
25/08/2020 - 21:14:00	PaKeTeS ⚽️	futmondo	Juanmi	2300000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67106568.png
20/08/2020 - 20:14:00	Maño's Team	futmondo	Rui Silva	21101000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/55067163.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Chichizola	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/14000746.png
18/08/2020 - 20:13:00	echo de menos el Netliga	futmondo	Nano	1000002	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67172036.png
20/08/2020 - 20:14:00	Luis Ragan	futmondo	Portu	26111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67115581.png
29/08/2020 - 21:17:00	jorgearaujopirez	futmondo	Rubén Duarte	4756456	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67158096.png
10/09/2020 - 21:31:00	Albar ÉldelBar	futmondo	Álvaro Fernández	3354506	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67246951.png
12/09/2020 - 21:27:00	HOPE TEAM S.A	futmondo	Unai López	8500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67145056.png
19/08/2020 - 20:14:00	Sabero Valley	futmondo	Ferreiro	4601000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67044542.png
14/09/2020 - 22:52:00	futmondo	Maño's Team	Coquelin	16980570	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/34012022.png
18/09/2020 - 01:43:00	futmondo	Hala Modric	Toño	1004076	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67138472.png
15/09/2020 - 21:29:00	Albar ÉldelBar	futmondo	Matheus Fernandes	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19250978.png
18/08/2020 - 20:13:00	Sabero Valley	futmondo	Gonalons	3100001	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/34001572.png
17/09/2020 - 00:39:00	futmondo	Hala Modric	Héctor Herrera	985386	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/hector-herrera.png
21/09/2020 - 00:41:00	futmondo	Hala Modric	Okazaki	10069596	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/788545.png
18/08/2020 - 20:13:00	Sabero Valley	futmondo	Remiro	13501000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67183918.png
22/08/2020 - 20:15:00	jglelxino17	futmondo	Fran Beltrán	2346826	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67232115.png
07/09/2020 - 03:15:00	futmondo	jglelxino17	Monreal	20488045	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/ignacio-monreal.png
09/09/2020 - 05:20:00	futmondo	jglelxino17	Okay Yokuslu	4098549	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/70052844.png
22/08/2020 - 20:15:00	echo de menos el Netliga	futmondo	Villar	1300000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67129901.png
10/09/2020 - 21:31:00	Pineda team	futmondo	De Marcos	2399900	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67065930.png
07/09/2020 - 06:55:00	futmondo	Hala Modric	Maksimovic	13943819	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/62097340.png
18/08/2020 - 20:13:00	Maño's Team	futmondo	Cucho	8800000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/76043783.png
01/09/2020 - 03:58:00	futmondo	Luis Ragan	Javi Galán	2301842	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67243881.png
26/08/2020 - 21:15:00	jorgearaujopirez	futmondo	Óscar Plano	13750964	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67080318.png
16/09/2020 - 22:37:00	futmondo	Albar ÉldelBar	Borja Garcés	1019109	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/borja-garces.png
14/09/2020 - 22:52:00	futmondo	Maño's Team	Vallejo	1791249	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67192921.png
21/08/2020 - 20:15:00	cityods	futmondo	Aitor Fernández	23666666	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67054783.png
